Order.ID,Ship.Date,Ship.Mode,Shipping.Cost
CA-2013-123358,2013-04-18 00:00:00.000,Standard Class,10.27
CA-2013-123358,2013-04-18 00:00:00.000,Standard Class,38.67
CA-2013-123358,2013-04-18 00:00:00.000,Standard Class,12.16
CA-2013-152800,2013-04-16 00:00:00.000,First Class,1.23
CA-2013-122728,2013-05-25 00:00:00.000,Standard Class,4.92
CA-2013-107216,2013-06-18 00:00:00.000,First Class,1.61
CA-2013-107216,2013-06-18 00:00:00.000,First Class,1.8
CA-2013-140382,2013-06-26 00:00:00.000,Second Class,3.38
CA-2013-140382,2013-06-26 00:00:00.000,Second Class,13.19
CA-2013-147137,2013-07-07 00:00:00.000,First Class,5.16
CA-2013-147137,2013-07-07 00:00:00.000,First Class,5.79
CA-2013-109953,2013-07-19 00:00:00.000,Standard Class,7.26
CA-2013-144855,2013-07-25 00:00:00.000,Second Class,1.6
CA-2013-149335,2013-07-26 00:00:00.000,Same Day,12.15
CA-2013-112585,2013-08-03 00:00:00.000,First Class,113.49
CA-2013-150343,2013-08-21 00:00:00.000,Standard Class,1.57
CA-2013-120859,2013-09-05 00:00:00.000,First Class,1.9
CA-2013-113096,2013-09-05 00:00:00.000,First Class,6.54
US-2013-114888,2013-09-25 00:00:00.000,Second Class,0.19
CA-2013-100244,2013-09-25 00:00:00.000,Standard Class,1.86
CA-2013-101385,2013-10-02 00:00:00.000,Standard Class,1.37
CA-2013-156811,2013-11-03 00:00:00.000,Standard Class,3.53
CA-2013-105494,2013-11-13 00:00:00.000,First Class,47.91
CA-2013-152940,2013-11-14 00:00:00.000,First Class,8.14
CA-2013-149482,2013-11-20 00:00:00.000,Standard Class,0.28
CA-2013-118500,2013-11-19 00:00:00.000,First Class,11.65
US-2013-108455,2013-12-09 00:00:00.000,Standard Class,1.79
CA-2013-115224,2013-12-12 00:00:00.000,Second Class,13.24
CA-2013-115224,2013-12-12 00:00:00.000,Second Class,4.8
CA-2013-131289,2013-12-15 00:00:00.000,Standard Class,0.73
CA-2014-111738,2014-01-08 00:00:00.000,Standard Class,0.59
CA-2014-108000,2014-01-17 00:00:00.000,Standard Class,0.42
CA-2014-144589,2014-01-26 00:00:00.000,Standard Class,1.07
CA-2014-150469,2014-01-31 00:00:00.000,Standard Class,1.0
CA-2014-139304,2014-02-03 00:00:00.000,Standard Class,1.08
CA-2014-139304,2014-02-03 00:00:00.000,Standard Class,0.19
CA-2014-164329,2014-01-31 00:00:00.000,Same Day,6.57
CA-2014-112725,2014-02-07 00:00:00.000,Standard Class,1.36
CA-2014-112725,2014-02-07 00:00:00.000,Standard Class,1.69
CA-2014-125101,2014-03-11 00:00:00.000,Second Class,4.24
CA-2014-167640,2014-03-11 00:00:00.000,Standard Class,1.72
CA-2014-167640,2014-03-11 00:00:00.000,Standard Class,0.53
CA-2014-116288,2014-03-18 00:00:00.000,Standard Class,39.81
CA-2014-147942,2014-04-06 00:00:00.000,Standard Class,0.39
US-2014-138086,2014-04-21 00:00:00.000,Standard Class,1.74
CA-2014-137876,2014-05-06 00:00:00.000,Standard Class,3.68
CA-2014-163209,2014-05-08 00:00:00.000,Standard Class,0.3
US-2014-141943,2014-05-10 00:00:00.000,Standard Class,3.08
US-2014-104451,2014-05-13 00:00:00.000,Second Class,9.98
CA-2014-117632,2014-05-19 00:00:00.000,Standard Class,0.36
CA-2014-117632,2014-05-19 00:00:00.000,Standard Class,6.9
CA-2014-100748,2014-05-21 00:00:00.000,Standard Class,5.81
CA-2014-113530,2014-05-22 00:00:00.000,Second Class,0.19
CA-2014-113530,2014-05-22 00:00:00.000,Second Class,0.41
CA-2014-130106,2014-05-27 00:00:00.000,Standard Class,0.33
CA-2014-130106,2014-05-27 00:00:00.000,Standard Class,1.66
US-2014-131849,2014-06-11 00:00:00.000,Standard Class,3.62
CA-2014-159107,2014-06-27 00:00:00.000,Second Class,0.39
CA-2014-130841,2014-08-02 00:00:00.000,Standard Class,1.62
CA-2014-161102,2014-08-04 00:00:00.000,First Class,6.74
CA-2014-168942,2014-08-06 00:00:00.000,Second Class,7.56
CA-2014-168396,2014-08-09 00:00:00.000,Second Class,1.41
US-2014-103828,2014-08-14 00:00:00.000,Same Day,7.79
US-2014-103828,2014-08-14 00:00:00.000,Same Day,8.59
US-2014-103828,2014-08-14 00:00:00.000,Same Day,5.67
US-2014-103828,2014-08-14 00:00:00.000,Same Day,5.4
CA-2014-169264,2014-08-17 00:00:00.000,Second Class,2.26
CA-2014-169264,2014-08-17 00:00:00.000,Second Class,0.83
CA-2014-119011,2014-08-26 00:00:00.000,Standard Class,9.08
CA-2014-119011,2014-08-26 00:00:00.000,Standard Class,1.85
CA-2014-132619,2014-09-06 00:00:00.000,Standard Class,12.65
CA-2014-110380,2014-09-08 00:00:00.000,Standard Class,0.6
CA-2014-161823,2014-09-09 00:00:00.000,Standard Class,0.56
CA-2014-144484,2014-09-12 00:00:00.000,Same Day,106.72
US-2014-116652,2014-09-20 00:00:00.000,Standard Class,12.72
US-2014-116652,2014-09-20 00:00:00.000,Standard Class,13.29
CA-2014-130715,2014-09-21 00:00:00.000,Standard Class,2.03
CA-2014-106180,2014-09-24 00:00:00.000,Standard Class,0.87
CA-2014-106180,2014-09-24 00:00:00.000,Standard Class,1.18
CA-2014-123778,2014-10-01 00:00:00.000,Standard Class,9.44
CA-2014-130148,2014-09-29 00:00:00.000,Second Class,0.55
US-2014-106145,2014-09-27 00:00:00.000,Same Day,6.98
CA-2014-106033,2014-10-19 00:00:00.000,Second Class,5.47
CA-2014-131492,2014-10-25 00:00:00.000,Second Class,0.62
CA-2014-131492,2014-10-25 00:00:00.000,Second Class,2.24
CA-2014-123491,2014-11-06 00:00:00.000,Standard Class,107.69
CA-2014-123491,2014-11-06 00:00:00.000,Standard Class,2.04
CA-2014-123491,2014-11-06 00:00:00.000,Standard Class,5.05
US-2014-153948,2014-11-07 00:00:00.000,Same Day,10.06
CA-2014-105130,2014-11-26 00:00:00.000,Standard Class,0.62
CA-2014-123701,2014-11-28 00:00:00.000,First Class,7.03
US-2014-133312,2014-11-30 00:00:00.000,Standard Class,0.66
CA-2014-101665,2014-12-02 00:00:00.000,Standard Class,0.47
CA-2014-116715,2014-12-06 00:00:00.000,First Class,185.31
CA-2014-117457,2014-12-13 00:00:00.000,Standard Class,2.07
CA-2014-117926,2014-12-13 00:00:00.000,Second Class,12.04
CA-2014-108854,2014-12-15 00:00:00.000,Standard Class,6.21
CA-2014-122770,2014-12-19 00:00:00.000,Standard Class,0.57
CA-2014-158736,2014-12-25 00:00:00.000,Standard Class,0.59
US-2014-123463,2014-12-24 00:00:00.000,Same Day,2.1
CA-2014-163979,2015-01-03 00:00:00.000,Second Class,156.45
CA-2011-111857,2011-04-26 00:00:00.000,Second Class,4.34
CA-2011-113271,2011-07-14 00:00:00.000,Standard Class,2.14
CA-2011-157546,2011-07-22 00:00:00.000,First Class,6.37
US-2011-164406,2011-08-19 00:00:00.000,Standard Class,9.38
CA-2011-135699,2011-08-29 00:00:00.000,Same Day,6.2
CA-2011-135699,2011-08-29 00:00:00.000,Same Day,2.21
CA-2011-156433,2011-09-26 00:00:00.000,Standard Class,1.23
CA-2011-153969,2011-09-25 00:00:00.000,Standard Class,2.46
CA-2011-153969,2011-09-25 00:00:00.000,Standard Class,2.59
CA-2011-155264,2011-10-22 00:00:00.000,Second Class,7.86
CA-2011-144666,2011-11-11 00:00:00.000,Second Class,21.97
CA-2011-144666,2011-11-11 00:00:00.000,Second Class,28.78
CA-2011-140662,2011-11-19 00:00:00.000,First Class,121.19
CA-2011-103401,2011-11-26 00:00:00.000,Standard Class,0.67
CA-2011-154781,2011-11-26 00:00:00.000,Standard Class,0.25
US-2011-147648,2011-12-01 00:00:00.000,Standard Class,3.37
CA-2011-154592,2011-12-08 00:00:00.000,First Class,61.23
CA-2011-104976,2011-12-16 00:00:00.000,Standard Class,2.88
US-2011-106334,2012-01-02 00:00:00.000,Standard Class,0.98
CA-2011-110786,2012-01-02 00:00:00.000,Standard Class,2.5
CA-2012-155306,2012-04-21 00:00:00.000,Standard Class,1.34
CA-2012-159380,2012-05-16 00:00:00.000,Standard Class,0.58
CA-2012-159380,2012-05-16 00:00:00.000,Standard Class,1.57
CA-2012-144267,2012-08-23 00:00:00.000,First Class,14.54
CA-2012-144267,2012-08-23 00:00:00.000,First Class,0.68
CA-2012-144267,2012-08-23 00:00:00.000,First Class,3.28
CA-2012-167255,2012-09-29 00:00:00.000,Second Class,16.78
CA-2012-167255,2012-09-29 00:00:00.000,Second Class,1.41
CA-2012-109736,2012-10-11 00:00:00.000,First Class,3.86
CA-2012-110289,2012-11-02 00:00:00.000,Standard Class,2.04
CA-2013-106460,2013-02-22 00:00:00.000,Second Class,11.01
CA-2013-122728,2013-05-25 00:00:00.000,Standard Class,2.22
CA-2013-105760,2013-06-21 00:00:00.000,First Class,1.14
CA-2013-140382,2013-06-26 00:00:00.000,Second Class,2.95
CA-2013-100244,2013-09-25 00:00:00.000,Standard Class,8.25
CA-2013-100244,2013-09-25 00:00:00.000,Standard Class,4.43
CA-2013-165820,2013-10-01 00:00:00.000,Standard Class,1.13
CA-2013-134775,2013-10-30 00:00:00.000,First Class,6.12
CA-2013-163384,2013-11-13 00:00:00.000,First Class,2.4
US-2013-108455,2013-12-09 00:00:00.000,Standard Class,3.55
US-2013-108455,2013-12-09 00:00:00.000,Standard Class,1.37
CA-2013-112060,2013-12-10 00:00:00.000,Standard Class,7.7
CA-2013-131289,2013-12-15 00:00:00.000,Standard Class,1.97
CA-2014-154102,2014-02-14 00:00:00.000,Standard Class,1.36
CA-2014-167640,2014-03-11 00:00:00.000,Standard Class,24.34
CA-2014-150987,2014-04-13 00:00:00.000,Standard Class,25.05
CA-2014-150987,2014-04-13 00:00:00.000,Standard Class,34.03
US-2014-136784,2014-05-06 00:00:00.000,Standard Class,7.09
CA-2014-163209,2014-05-08 00:00:00.000,Standard Class,1.57
CA-2014-162978,2014-05-10 00:00:00.000,Standard Class,1.38
CA-2014-105214,2014-06-20 00:00:00.000,First Class,0.07
CA-2014-138870,2014-06-24 00:00:00.000,Standard Class,1.36
CA-2014-106180,2014-09-24 00:00:00.000,Standard Class,15.47
CA-2014-133074,2014-09-26 00:00:00.000,Standard Class,3.28
CA-2014-130148,2014-09-29 00:00:00.000,Second Class,3.36
US-2014-106145,2014-09-27 00:00:00.000,Same Day,0.35
CA-2014-167661,2014-10-11 00:00:00.000,Standard Class,8.2
CA-2014-123491,2014-11-06 00:00:00.000,Standard Class,0.84
CA-2014-148320,2014-11-09 00:00:00.000,Standard Class,3.08
US-2014-153948,2014-11-07 00:00:00.000,Same Day,7.15
US-2014-153948,2014-11-07 00:00:00.000,Same Day,9.4
US-2014-153948,2014-11-07 00:00:00.000,Same Day,16.0
CA-2014-162250,2014-11-25 00:00:00.000,Same Day,0.35
CA-2014-101245,2014-12-04 00:00:00.000,Standard Class,9.13
CA-2014-116715,2014-12-06 00:00:00.000,First Class,26.87
CA-2014-116715,2014-12-06 00:00:00.000,First Class,1.46
CA-2014-142328,2014-12-15 00:00:00.000,Standard Class,3.05
CA-2014-117457,2014-12-13 00:00:00.000,Standard Class,2.17
CA-2014-117457,2014-12-13 00:00:00.000,Standard Class,0.64
CA-2014-117457,2014-12-13 00:00:00.000,Standard Class,4.74
CA-2014-108854,2014-12-15 00:00:00.000,Standard Class,2.27
CA-2014-122770,2014-12-19 00:00:00.000,Standard Class,0.85
CA-2014-122770,2014-12-19 00:00:00.000,Standard Class,3.8
CA-2014-133431,2014-12-22 00:00:00.000,Standard Class,1.22
US-2011-117163,2011-02-03 00:00:00.000,Standard Class,3.25
US-2011-117163,2011-02-03 00:00:00.000,Standard Class,4.0
CA-2011-139857,2011-02-07 00:00:00.000,Standard Class,0.29
CA-2011-107181,2011-02-09 00:00:00.000,Standard Class,3.16
CA-2011-104780,2011-05-25 00:00:00.000,Standard Class,3.17
CA-2011-124429,2011-05-27 00:00:00.000,Same Day,92.1
CA-2011-141726,2011-07-22 00:00:00.000,First Class,22.92
CA-2011-141726,2011-07-22 00:00:00.000,First Class,3.15
CA-2011-131450,2011-08-15 00:00:00.000,Standard Class,6.7
CA-2011-110527,2011-08-16 00:00:00.000,Standard Class,0.77
CA-2011-126480,2011-09-24 00:00:00.000,Standard Class,0.63
CA-2011-132451,2011-09-27 00:00:00.000,First Class,5.1
US-2011-133130,2011-10-01 00:00:00.000,Standard Class,5.09
CA-2011-158372,2011-11-16 00:00:00.000,Standard Class,3.37
CA-2011-158372,2011-11-16 00:00:00.000,Standard Class,4.44
CA-2011-132913,2011-12-26 00:00:00.000,First Class,2.16
CA-2011-106264,2011-12-30 00:00:00.000,Standard Class,0.64
US-2012-163279,2012-03-26 00:00:00.000,Standard Class,7.5
US-2012-103996,2012-03-31 00:00:00.000,Second Class,2.51
US-2012-103996,2012-03-31 00:00:00.000,Second Class,15.03
CA-2012-137302,2012-05-01 00:00:00.000,Standard Class,4.15
CA-2012-154200,2012-06-22 00:00:00.000,Standard Class,8.76
CA-2012-101707,2012-09-01 00:00:00.000,Standard Class,0.1
CA-2012-101707,2012-09-01 00:00:00.000,Standard Class,9.14
CA-2012-101707,2012-09-01 00:00:00.000,Standard Class,0.96
CA-2012-153794,2012-09-16 00:00:00.000,Standard Class,14.44
CA-2012-101154,2012-09-21 00:00:00.000,First Class,20.0
CA-2012-122371,2012-10-01 00:00:00.000,Standard Class,2.74
CA-2012-122371,2012-10-01 00:00:00.000,Standard Class,6.21
CA-2012-132486,2012-10-27 00:00:00.000,Second Class,0.68
CA-2012-132486,2012-10-27 00:00:00.000,Second Class,2.08
CA-2012-117611,2012-11-10 00:00:00.000,Second Class,0.69
CA-2012-120446,2012-11-18 00:00:00.000,First Class,3.31
CA-2012-126725,2012-11-21 00:00:00.000,Standard Class,4.39
CA-2012-126725,2012-11-21 00:00:00.000,Standard Class,23.14
CA-2012-126725,2012-11-21 00:00:00.000,Standard Class,43.12
CA-2012-136420,2012-11-21 00:00:00.000,First Class,9.59
CA-2012-143490,2012-12-13 00:00:00.000,Standard Class,4.44
CA-2012-145065,2012-12-15 00:00:00.000,First Class,0.92
CA-2012-111780,2012-12-30 00:00:00.000,Second Class,0.02
CA-2012-111780,2012-12-30 00:00:00.000,Second Class,2.16
CA-2013-125850,2013-01-28 00:00:00.000,Standard Class,4.18
CA-2013-125850,2013-01-28 00:00:00.000,Standard Class,0.28
CA-2013-100993,2013-02-10 00:00:00.000,Standard Class,0.89
CA-2013-100993,2013-02-10 00:00:00.000,Standard Class,11.07
CA-2013-154053,2013-03-11 00:00:00.000,Standard Class,1.61
CA-2013-117849,2013-04-18 00:00:00.000,Second Class,18.75
CA-2013-159345,2013-06-23 00:00:00.000,Standard Class,17.26
CA-2013-100300,2013-06-27 00:00:00.000,Second Class,45.18
CA-2013-100300,2013-06-27 00:00:00.000,Second Class,12.47
CA-2013-145625,2013-09-18 00:00:00.000,Standard Class,0.36
CA-2013-133935,2013-09-23 00:00:00.000,Standard Class,23.3
CA-2013-106656,2013-09-27 00:00:00.000,First Class,0.96
CA-2013-106656,2013-09-27 00:00:00.000,First Class,4.32
CA-2013-144729,2013-10-26 00:00:00.000,Standard Class,8.24
CA-2013-109925,2013-11-11 00:00:00.000,Second Class,5.31
CA-2013-146325,2013-12-18 00:00:00.000,First Class,8.45
CA-2014-116498,2014-06-04 00:00:00.000,Standard Class,3.53
CA-2014-115364,2014-07-03 00:00:00.000,Standard Class,5.4
CA-2014-145429,2014-07-26 00:00:00.000,Standard Class,1.65
CA-2014-105487,2014-10-15 00:00:00.000,Standard Class,2.03
CA-2014-123246,2014-10-20 00:00:00.000,Second Class,0.86
CA-2014-157196,2014-11-10 00:00:00.000,Standard Class,0.23
CA-2014-137022,2014-11-23 00:00:00.000,Standard Class,50.71
CA-2014-131303,2014-12-03 00:00:00.000,Standard Class,9.13
CA-2014-136875,2014-12-04 00:00:00.000,Same Day,36.43
CA-2014-126865,2014-12-08 00:00:00.000,Second Class,18.58
CA-2014-169859,2014-12-19 00:00:00.000,Standard Class,7.57
US-2011-103338,2011-03-15 00:00:00.000,Standard Class,1.04
CA-2011-157623,2011-03-18 00:00:00.000,Standard Class,0.4
US-2011-131275,2011-03-24 00:00:00.000,Standard Class,93.9
CA-2011-100860,2011-03-30 00:00:00.000,Second Class,2.74
US-2011-157021,2011-04-06 00:00:00.000,Second Class,3.01
CA-2011-142979,2011-04-18 00:00:00.000,Standard Class,4.53
CA-2011-166954,2011-04-30 00:00:00.000,Standard Class,45.48
CA-2011-103310,2011-05-15 00:00:00.000,Standard Class,1.8
CA-2011-127866,2011-07-23 00:00:00.000,First Class,0.63
CA-2011-127866,2011-07-23 00:00:00.000,First Class,17.7
CA-2011-154669,2011-08-11 00:00:00.000,Second Class,44.72
CA-2011-126522,2011-09-05 00:00:00.000,Second Class,1.8
CA-2011-109918,2011-09-12 00:00:00.000,Second Class,1.89
CA-2011-112851,2011-09-21 00:00:00.000,Standard Class,18.49
CA-2011-156601,2011-09-24 00:00:00.000,Standard Class,0.17
CA-2011-158225,2011-09-28 00:00:00.000,Standard Class,6.61
CA-2011-158225,2011-09-28 00:00:00.000,Standard Class,3.03
CA-2011-153479,2011-10-08 00:00:00.000,Standard Class,1.41
CA-2011-140403,2011-10-10 00:00:00.000,Same Day,3.51
CA-2011-157924,2011-10-13 00:00:00.000,First Class,4.81
CA-2011-128538,2011-10-15 00:00:00.000,Standard Class,0.33
US-2011-134187,2011-11-11 00:00:00.000,Standard Class,0.24
CA-2011-160066,2011-11-22 00:00:00.000,Standard Class,0.51
CA-2011-164721,2011-11-27 00:00:00.000,Second Class,41.8
CA-2011-141110,2011-12-01 00:00:00.000,Standard Class,2.9
CA-2011-113320,2011-12-15 00:00:00.000,Second Class,0.56
CA-2011-133543,2011-12-26 00:00:00.000,Standard Class,1.18
CA-2011-166961,2011-12-31 00:00:00.000,Standard Class,0.95
CA-2011-166961,2011-12-31 00:00:00.000,Standard Class,0.3
CA-2011-166961,2011-12-31 00:00:00.000,Standard Class,0.19
CA-2011-143371,2012-01-03 00:00:00.000,Standard Class,76.28
CA-2011-143371,2012-01-03 00:00:00.000,Standard Class,2.23
CA-2011-102330,2012-01-03 00:00:00.000,Standard Class,7.9
CA-2012-105725,2012-02-24 00:00:00.000,Standard Class,2.64
CA-2012-149993,2012-03-20 00:00:00.000,First Class,2.63
CA-2012-113110,2012-03-23 00:00:00.000,Standard Class,2.46
CA-2012-113110,2012-03-23 00:00:00.000,Standard Class,5.12
US-2012-113593,2012-04-20 00:00:00.000,First Class,37.95
CA-2012-124919,2012-06-02 00:00:00.000,First Class,14.9
CA-2012-139164,2012-06-28 00:00:00.000,Standard Class,0.34
CA-2012-148180,2012-07-31 00:00:00.000,Standard Class,4.9
CA-2012-112011,2012-08-20 00:00:00.000,Standard Class,4.66
CA-2012-142454,2012-08-19 00:00:00.000,Standard Class,5.63
CA-2012-126445,2012-08-31 00:00:00.000,Standard Class,38.31
CA-2012-110744,2012-09-12 00:00:00.000,Standard Class,46.81
CA-2012-162166,2012-09-11 00:00:00.000,First Class,6.99
CA-2012-165057,2012-09-15 00:00:00.000,Standard Class,13.98
CA-2012-165057,2012-09-15 00:00:00.000,Standard Class,0.51
CA-2012-149713,2012-09-22 00:00:00.000,Second Class,0.62
CA-2012-132388,2012-10-12 00:00:00.000,First Class,9.44
CA-2012-139290,2012-10-30 00:00:00.000,Standard Class,0.53
CA-2012-164882,2012-10-31 00:00:00.000,Same Day,1.3
CA-2012-164882,2012-10-31 00:00:00.000,Same Day,5.68
CA-2012-164882,2012-10-31 00:00:00.000,Same Day,6.53
CA-2012-164882,2012-10-31 00:00:00.000,Same Day,5.5
US-2012-164448,2012-11-04 00:00:00.000,Second Class,2.08
US-2012-164448,2012-11-04 00:00:00.000,Second Class,42.26
CA-2012-131457,2012-11-06 00:00:00.000,Standard Class,1.45
CA-2012-126466,2012-11-13 00:00:00.000,Standard Class,0.22
CA-2012-154340,2012-11-30 00:00:00.000,First Class,8.52
CA-2012-119508,2012-12-09 00:00:00.000,Standard Class,0.15
CA-2012-155586,2012-12-16 00:00:00.000,Second Class,0.2
CA-2012-155586,2012-12-16 00:00:00.000,Second Class,2.59
CA-2012-134075,2012-12-16 00:00:00.000,Standard Class,24.83
CA-2012-148250,2012-12-17 00:00:00.000,Standard Class,15.59
CA-2013-101938,2013-01-12 00:00:00.000,Standard Class,3.06
CA-2013-126270,2013-04-28 00:00:00.000,Standard Class,5.86
US-2013-123610,2013-05-17 00:00:00.000,Standard Class,0.74
CA-2013-148852,2013-06-01 00:00:00.000,Standard Class,0.11
CA-2013-110982,2013-06-08 00:00:00.000,First Class,8.59
CA-2013-141397,2013-06-22 00:00:00.000,First Class,6.18
CA-2013-141397,2013-06-22 00:00:00.000,First Class,24.51
CA-2013-152534,2013-06-26 00:00:00.000,Second Class,0.45
CA-2013-160941,2013-07-27 00:00:00.000,Standard Class,53.92
CA-2013-160941,2013-07-27 00:00:00.000,Standard Class,0.22
CA-2013-155978,2013-08-02 00:00:00.000,Same Day,3.91
CA-2013-166163,2013-08-21 00:00:00.000,Second Class,0.34
CA-2013-105585,2013-08-28 00:00:00.000,First Class,1.4
CA-2013-124583,2013-09-04 00:00:00.000,Second Class,1.35
CA-2013-151372,2013-09-07 00:00:00.000,First Class,2.0
CA-2013-103709,2013-09-16 00:00:00.000,Standard Class,0.96
CA-2013-103709,2013-09-16 00:00:00.000,Standard Class,24.99
CA-2013-116561,2013-09-18 00:00:00.000,Standard Class,27.2
CA-2013-123337,2013-09-23 00:00:00.000,Standard Class,1.49
US-2013-125402,2013-10-02 00:00:00.000,Standard Class,0.32
US-2013-125402,2013-10-02 00:00:00.000,Standard Class,1.64
US-2013-125402,2013-10-02 00:00:00.000,Standard Class,0.32
CA-2013-145898,2013-09-27 00:00:00.000,Same Day,2.96
CA-2013-145898,2013-09-27 00:00:00.000,Same Day,1.25
CA-2013-145898,2013-09-27 00:00:00.000,Same Day,4.76
CA-2013-101672,2013-10-08 00:00:00.000,Standard Class,0.39
CA-2013-145583,2013-10-20 00:00:00.000,Standard Class,1.14
CA-2013-145583,2013-10-20 00:00:00.000,Standard Class,0.23
CA-2013-145583,2013-10-20 00:00:00.000,Standard Class,3.06
CA-2013-105291,2013-11-05 00:00:00.000,Standard Class,0.15
CA-2013-146766,2013-11-05 00:00:00.000,Same Day,66.57
CA-2013-144092,2013-11-08 00:00:00.000,Second Class,11.47
US-2013-155768,2013-12-02 00:00:00.000,Same Day,0.01
US-2013-155768,2013-12-02 00:00:00.000,Same Day,63.07
US-2013-113985,2013-12-08 00:00:00.000,Standard Class,9.59
CA-2013-149762,2013-12-08 00:00:00.000,Standard Class,2.18
CA-2013-149762,2013-12-08 00:00:00.000,Standard Class,5.77
CA-2013-165330,2013-12-12 00:00:00.000,Same Day,17.72
CA-2013-165330,2013-12-12 00:00:00.000,Same Day,6.79
CA-2013-165330,2013-12-12 00:00:00.000,Same Day,11.03
CA-2013-136686,2013-12-17 00:00:00.000,Standard Class,6.77
CA-2013-102792,2013-12-20 00:00:00.000,Standard Class,0.97
CA-2013-101651,2013-12-31 00:00:00.000,Standard Class,3.95
US-2013-131058,2014-01-01 00:00:00.000,Standard Class,3.56
CA-2013-112578,2014-01-03 00:00:00.000,Standard Class,1.09
CA-2013-112578,2014-01-03 00:00:00.000,Standard Class,3.58
US-2014-123862,2014-01-10 00:00:00.000,Second Class,1.29
US-2014-123862,2014-01-10 00:00:00.000,Second Class,26.21
US-2014-123862,2014-01-10 00:00:00.000,Second Class,9.95
US-2014-123862,2014-01-10 00:00:00.000,Second Class,8.84
CA-2014-104619,2014-01-30 00:00:00.000,Standard Class,1.61
